dataset,pipeline,query_id,query_text,elapsed_sec,ndcg@5,mrr@5,recall@5,map@5,ndcg@10,mrr@10,recall@10,map@10,ndcg@20,mrr@20,recall@20,map@20,ndcg,mrr,recall,map
NF-Corpus,BM25,PLAIN-1119,energy drinks,0.0028985569997530547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1130,ergothioneine,0.00135946599948511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25,PLAIN-1141,Evidence-based medicine,0.003763226999581093,0.3391602052736161,1.0,0.0625,0.2,0.22009176629808017,1.0,0.0625,0.1,0.1637733768567814,1.0,0.0625,0.0625,0.22009176629808017,1.0,0.0625,0.1
NF-Corpus,BM25,PLAIN-1151,factory farming practices,0.0034311639992665732,0.14606834984270645,0.25,0.006535947712418301,0.05,0.23440650992329987,0.25,0.0196078431372549,0.0869047619047619,0.1841432783385262,0.25,0.026143790849673203,0.05397869674185464,0.23440650992329987,0.25,0.0196078431372549,0.0869047619047619
NF-Corpus,BM25,PLAIN-1161,fava beans,0.002787229999739793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1172,fenugreek,0.0018779140000333427,0.3391602052736161,1.0,0.05263157894736842,0.2,0.22009176629808017,1.0,0.05263157894736842,0.1,0.1467868763787456,1.0,0.05263157894736842,0.05263157894736842,0.22009176629808017,1.0,0.05263157894736842,0.1
NF-Corpus,BM25,PLAIN-1183,Finland,0.001684920000116108,0.3391602052736161,1.0,0.04,0.2,0.28952298823485745,1.0,0.08,0.125,0.18684868323532905,1.0,0.08,0.0625,0.28952298823485745,1.0,0.08,0.125
NF-Corpus,BM25,PLAIN-1193,flax oil,0.0026697359999161563,0.0,0.0,0.0,0.0,0.06362078819895171,0.1,0.05555555555555555,0.01,0.07908002555738397,0.1,0.1111111111111111,0.011403508771929825,0.06362078819895171,0.1,0.05555555555555555,0.01
NF-Corpus,BM25,PLAIN-1203,folic acid,0.0029138179997971747,0.5531464700081437,1.0,0.16666666666666666,0.4,0.3589542101716347,1.0,0.16666666666666666,0.2,0.32024599984493496,1.0,0.16666666666666666,0.16666666666666666,0.3589542101716347,1.0,0.16666666666666666,0.2
NF-Corpus,BM25,PLAIN-1214,Fosamax,0.0015173920000961516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1225,fructose,0.001897634000670223,0.38356636737133565,0.5,0.07407407407407407,0.2333333333333333,0.5363559634917963,0.5,0.2222222222222222,0.35297619047619044,0.4554127345599583,0.5,0.3333333333333333,0.26157550782550787,0.5363559634917963,0.5,0.2222222222222222,0.35297619047619044
NF-Corpus,BM25,PLAIN-1236,galactosemia,0.0016672370002197567,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2
NF-Corpus,BM25,PLAIN-1249,genetic manipulation,0.0026001289998021093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1262,Global Burden of Disease Study,0.008091871999567957,0.21398626473452756,0.5,0.1,0.1,0.2082936658103318,0.5,0.2,0.075,0.2633166073848518,0.5,0.3,0.095,0.2082936658103318,0.5,0.2,0.075
NF-Corpus,BM25,PLAIN-1275,goji berries,0.0027838890000566607,0.6992148198508501,1.0,0.05454545454545454,0.55,0.4537425745411855,1.0,0.05454545454545454,0.275,0.4010090597536679,1.0,0.10909090909090909,0.18869047619047621,0.4537425745411855,1.0,0.05454545454545454,0.275
NF-Corpus,BM25,PLAIN-1288,grapes,0.0013366359999054112,0.830419897363192,1.0,0.02040816326530612,0.71,0.7381919257729245,1.0,0.03571428571428571,0.5541666666666667,0.5855780140540087,1.0,0.05102040816326531,0.37332875457875464,0.7381919257729245,1.0,0.03571428571428571,0.5541666666666667
NF-Corpus,BM25,PLAIN-1299,growth promoters,0.0025106100001721643,0.4703652827859579,1.0,0.03278688524590164,0.27999999999999997,0.30523488393970116,1.0,0.03278688524590164,0.13999999999999999,0.19698862770564318,1.0,0.03278688524590164,0.06999999999999999,0.30523488393970116,1.0,0.03278688524590164,0.13999999999999999
NF-Corpus,BM25,PLAIN-1309,halibut,0.0013749010004175943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1320,Harvard Physicians’ Study II,0.004613094999513123,0.38356636737133565,0.5,0.3333333333333333,0.2333333333333333,0.43768250601780867,0.5,0.5,0.2569444444444444,0.43768250601780867,0.5,0.5,0.2569444444444444,0.43768250601780867,0.5,0.5,0.2569444444444444
NF-Corpus,BM25,PLAIN-1331,hearing,0.0014405020001504454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1342,heme iron,0.0024038999999902444,0.38356636737133565,0.5,0.125,0.2333333333333333,0.39092738420022166,0.5,0.25,0.20666666666666664,0.33657798951980405,0.5,0.3125,0.15757575757575756,0.39092738420022166,0.5,0.25,0.20666666666666664
NF-Corpus,BM25,PLAIN-1353,hernia,0.0015258110006470815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1363,Hiroshima,0.0016727020001781057,0.3391602052736161,1.0,0.09090909090909091,0.2,0.22009176629808017,1.0,0.09090909090909091,0.1,0.2073612289146658,1.0,0.09090909090909091,0.09090909090909091,0.22009176629808017,1.0,0.09090909090909091,0.1
NF-Corpus,BM25,PLAIN-1374,hormonal dysfunction,0.00238812399948074,0.13120507751234178,0.2,0.038461538461538464,0.04,0.08514311764162098,0.2,0.038461538461538464,0.02,0.13063997660381343,0.2,0.11538461538461539,0.029871794871794876,0.08514311764162098,0.2,0.038461538461538464,0.02
NF-Corpus,BM25,PLAIN-1387,hyperactivity,0.001384000999678392,0.6992148198508501,1.0,0.25,0.55,0.6569815082938864,1.0,0.5,0.4476984126984126,0.6907719329381125,1.0,0.6666666666666666,0.47297517297517294,0.6569815082938864,1.0,0.5,0.4476984126984126
NF-Corpus,BM25,PLAIN-1398,IGF-1,0.0024145200004568323,1.0,1.0,0.04854368932038835,1.0,1.0,1.0,0.0970873786407767,1.0,0.9676617088516802,1.0,0.18446601941747573,0.95,1.0,1.0,0.0970873786407767,1.0
NF-Corpus,BM25,PLAIN-1409,industrial toxins,0.0023186150001492933,0.0,0.0,0.0,0.0,0.06362078819895171,0.1,0.003952569169960474,0.01,0.07449627077160256,0.1,0.007905138339920948,0.010555555555555556,0.06362078819895171,0.1,0.003952569169960474,0.01
NF-Corpus,BM25,PLAIN-1419,insects,0.00131066300036764,0.48522855511632257,1.0,0.03076923076923077,0.3,0.31488013066763093,1.0,0.03076923076923077,0.15,0.2032133550116892,1.0,0.03076923076923077,0.075,0.31488013066763093,1.0,0.03076923076923077,0.15
NF-Corpus,BM25,PLAIN-1429,Iowa Women’s Health Study,0.005659813999955077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1441,Japan,0.001508938000370108,0.6608397947263839,0.5,0.021505376344086023,0.5433333333333333,0.4288398090337664,0.5,0.021505376344086023,0.27166666666666667,0.45030362388957107,0.5,0.04838709677419355,0.24277909848149787,0.4288398090337664,0.5,0.021505376344086023,0.27166666666666667
NF-Corpus,BM25,PLAIN-1453,junk food,0.0028301709999141167,0.4703652827859579,1.0,0.00816326530612245,0.27999999999999997,0.30523488393970116,1.0,0.00816326530612245,0.13999999999999999,0.47772663117190367,1.0,0.04081632653061224,0.22712278992077756,0.30523488393970116,1.0,0.00816326530612245,0.13999999999999999
NF-Corpus,BM25,PLAIN-1463,kidney beans,0.002128430000084336,0.5087403079104241,1.0,0.08333333333333333,0.3333333333333333,0.40350157154648025,1.0,0.125,0.2095238095238095,0.33322349960323067,1.0,0.20833333333333334,0.1368131868131868,0.40350157154648025,1.0,0.125,0.2095238095238095
NF-Corpus,BM25,PLAIN-1473,kohlrabi,0.001359134999802336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25,PLAIN-1485,lard,0.0015025570000943844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1496,leeks,0.0015400309994220152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1506,leucine,0.0015637440001228242,0.3391602052736161,1.0,0.06666666666666667,0.2,0.2984900352767555,1.0,0.13333333333333333,0.13333333333333333,0.23138144801632507,1.0,0.13333333333333333,0.08888888888888888,0.2984900352767555,1.0,0.13333333333333333,0.13333333333333333
NF-Corpus,BM25,PLAIN-1516,Lindane,0.0012423199996192125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1527,liver disease,0.0027946889995291713,1.0,1.0,0.024752475247524754,1.0,0.8603818544462509,1.0,0.039603960396039604,0.7675,0.8072362576662534,1.0,0.07425742574257425,0.6679349204716852,0.8603818544462509,1.0,0.039603960396039604,0.7675
NF-Corpus,BM25,PLAIN-1537,low-carb diets,0.0035739530003411346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059235290081061,0.09090909090909091,0.06666666666666667,0.017995746943115364,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1547,lyme disease,0.0025173149997499422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1557,magnesium,0.0013224419999460224,0.3156484524795145,0.3333333333333333,0.07692307692307693,0.16666666666666666,0.2781981696179509,0.3333333333333333,0.11538461538461539,0.1261904761904762,0.2136029873287288,0.3333333333333333,0.15384615384615385,0.07485994397759103,0.2781981696179509,0.3333333333333333,0.11538461538461539,0.1261904761904762
NF-Corpus,BM25,PLAIN-1568,maple syrup,0.00255877900053747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25,PLAIN-1579,mastitis,0.0013312280007085064,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2
NF-Corpus,BM25,PLAIN-1590,medical ethics,0.0024640390001877677,0.3391602052736161,1.0,0.05555555555555555,0.2,0.22009176629808017,1.0,0.05555555555555555,0.1,0.18993439137151832,1.0,0.1111111111111111,0.06296296296296296,0.22009176629808017,1.0,0.05555555555555555,0.1
NF-Corpus,BM25,PLAIN-1601,memory,0.0012849810000261641,0.6608397947263839,0.5,0.05405405405405406,0.5433333333333333,0.5806020001118019,0.5,0.08108108108108109,0.4407142857142857,0.5165732767180728,0.5,0.13513513513513514,0.3314236906883966,0.5806020001118019,0.5,0.08108108108108109,0.4407142857142857
NF-Corpus,BM25,PLAIN-1611,mesquite,0.0012972380000064732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1621,Mevacor,0.0013074770004095626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1635,milk,0.00153779799984477,0.34519134224686937,0.5,0.004640371229698376,0.18,0.5017100640839688,0.5,0.013921113689095127,0.3055555555555556,0.5734980516607062,0.5,0.030162412993039442,0.38159175791528743,0.5017100640839688,0.5,0.013921113689095127,0.3055555555555556
NF-Corpus,BM25,PLAIN-1645,molasses,0.0015778350007167319,0.3391602052736161,1.0,0.16666666666666666,0.2,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666
NF-Corpus,BM25,PLAIN-1656,mouth cancer,0.002467965000505501,0.14606834984270645,0.25,0.03571428571428571,0.05,0.09478836436955078,0.25,0.03571428571428571,0.025,0.06117331537803186,0.25,0.03571428571428571,0.0125,0.09478836436955078,0.25,0.03571428571428571,0.025
NF-Corpus,BM25,PLAIN-1667,muscle health,0.0026481849999981932,0.830419897363192,1.0,0.025157232704402517,0.71,0.7479350596733328,1.0,0.0440251572327044,0.5792063492063492,0.6662371542996897,1.0,0.07547169811320754,0.4704631479631479,0.7479350596733328,1.0,0.0440251572327044,0.5792063492063492
NF-Corpus,BM25,PLAIN-1679,myelopathy,0.0013266940004541539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1690,National Academy of Sciences,0.005307931000061217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1700,Native Americans,0.002505682999981218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1710,neurocysticercosis,0.0019335030001457199,1.0,1.0,0.3125,1.0,1.0,1.0,0.625,1.0,0.8770703002965653,1.0,0.8125,0.8125,1.0,1.0,0.625,1.0
NF-Corpus,BM25,PLAIN-1721,NIH-AARP study,0.005388990999563248,0.6843515475204855,1.0,0.0967741935483871,0.52,0.6621137423456802,1.0,0.1935483870967742,0.4647619047619048,0.4273065902765211,1.0,0.1935483870967742,0.2323809523809524,0.6621137423456802,1.0,0.1935483870967742,0.4647619047619048
NF-Corpus,BM25,PLAIN-1731,norovirus,0.0019538090000423836,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666
NF-Corpus,BM25,PLAIN-1741,nuts,0.001664108999648306,1.0,1.0,0.011904761904761904,1.0,1.0,1.0,0.023809523809523808,1.0,0.9603789329441844,1.0,0.04523809523809524,0.921106884386683,1.0,1.0,0.023809523809523808,1.0
NF-Corpus,BM25,PLAIN-1752,okra,0.0014996870004324592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1762,oral intraepithelial neoplasia,0.003622721000283491,0.36005461457723403,0.5,0.25,0.2,0.26852556974265224,0.5,0.25,0.125,0.26852556974265224,0.5,0.25,0.125,0.26852556974265224,0.5,0.25,0.125
NF-Corpus,BM25,PLAIN-1772,organotins,0.0014854660003038589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25,PLAIN-1784,oxen meat,0.0028165849998913473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1794,Panama,0.001366538999718614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25,PLAIN-1805,Parkinson's disease,0.00402830700022605,1.0,1.0,0.04310344827586207,1.0,0.9305687780632227,1.0,0.07758620689655173,0.8788888888888889,0.7778306440513485,1.0,0.1206896551724138,0.6352369671951714,0.9305687780632227,1.0,0.07758620689655173,0.8788888888888889
NF-Corpus,BM25,PLAIN-1817,peanut butter,0.0026202050003121258,0.7227265726449519,1.0,0.1111111111111111,0.6,0.5384313152574521,1.0,0.14814814814814814,0.35,0.3474859902555012,1.0,0.14814814814814814,0.175,0.5384313152574521,1.0,0.14814814814814814,0.35
NF-Corpus,BM25,PLAIN-1827,Peoria,0.0015364099999715108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1837,pesticides,0.0014799129994571558,1.0,1.0,0.025510204081632654,1.0,1.0,1.0,0.05102040816326531,1.0,1.0,1.0,0.10204081632653061,1.0,1.0,1.0,0.05102040816326531,1.0
NF-Corpus,BM25,PLAIN-1847,philippines,0.0015363209995484794,0.5087403079104241,1.0,0.18181818181818182,0.3333333333333333,0.33013764944712026,1.0,0.18181818181818182,0.16666666666666666,0.3110418433719987,1.0,0.18181818181818182,0.1515151515151515,0.33013764944712026,1.0,0.18181818181818182,0.16666666666666666
NF-Corpus,BM25,PLAIN-1857,phytic acid,0.003390681000382756,0.8687949224876582,1.0,0.12121212121212122,0.8,0.6274092458891772,1.0,0.15151515151515152,0.45,0.40490944141875035,1.0,0.15151515151515152,0.225,0.6274092458891772,1.0,0.15151515151515152,0.45
NF-Corpus,BM25,PLAIN-1867,pineapples,0.0014128470002106042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1877,plant-based diet,0.004415022999637586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1887,poisonous plants,0.002396611999756715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1897,polypropylene plastic,0.002466746000209241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1909,pork,0.0018058770001516677,1.0,1.0,0.01079913606911447,1.0,1.0,1.0,0.02159827213822894,1.0,0.8160650246258659,1.0,0.032397408207343416,0.6902609086819613,1.0,1.0,0.02159827213822894,1.0
NF-Corpus,BM25,PLAIN-1919,poultry workers,0.0021932580002612667,1.0,1.0,0.18518518518518517,1.0,0.793584067764911,1.0,0.25925925925925924,0.6777777777777778,0.6175500951823447,1.0,0.37037037037037035,0.42525252525252527,0.793584067764911,1.0,0.25925925925925924,0.6777777777777778
NF-Corpus,BM25,PLAIN-1929,prenatal vitamins,0.0025249450000046636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1940,prolactin,0.0012388530003590859,0.5531464700081437,1.0,0.16666666666666666,0.4,0.3589542101716347,1.0,0.16666666666666666,0.2,0.32024599984493496,1.0,0.16666666666666666,0.16666666666666666,0.3589542101716347,1.0,0.16666666666666666,0.2
NF-Corpus,BM25,PLAIN-1950,prunes,0.0014021269998920616,0.38356636737133565,0.5,0.15384615384615385,0.2333333333333333,0.2489083270225946,0.5,0.15384615384615385,0.11666666666666665,0.2111759851719728,0.5,0.15384615384615385,0.08974358974358973,0.2489083270225946,0.5,0.15384615384615385,0.11666666666666665
NF-Corpus,BM25,PLAIN-1962,pumpkin,0.001433214999451593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1972,quinine,0.001384762999805389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-1983,rapamycin,0.001566756000102032,1.0,1.0,0.15625,1.0,1.0,1.0,0.3125,1.0,0.7512908774680485,1.0,0.40625,0.6175438596491227,1.0,1.0,0.3125,1.0
NF-Corpus,BM25,PLAIN-1995,red tea,0.0027684600008797133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2009,rhabdomyolysis,0.0012436829993021092,0.16958010263680806,0.3333333333333333,0.125,0.06666666666666667,0.12647135138382856,0.3333333333333333,0.125,0.041666666666666664,0.12647135138382856,0.3333333333333333,0.125,0.041666666666666664,0.12647135138382856,0.3333333333333333,0.125,0.041666666666666664
NF-Corpus,BM25,PLAIN-2019,rickets,0.0013998399999763933,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333
NF-Corpus,BM25,PLAIN-2030,Rutin,0.0013721830000577029,0.3391602052736161,1.0,0.16666666666666666,0.2,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666
NF-Corpus,BM25,PLAIN-2040,salmon,0.0012628360000235261,0.8539316501572937,1.0,0.030303030303030304,0.76,0.7573821447149967,1.0,0.05303030303030303,0.5880952380952381,0.5260964568720665,1.0,0.06060606060606061,0.32481684981684983,0.7573821447149967,1.0,0.05303030303030303,0.5880952380952381
NF-Corpus,BM25,PLAIN-2051,saturated fat,0.002734593000241148,0.7860137352654724,1.0,0.011267605633802818,0.6433333333333333,0.7133080652109929,1.0,0.01971830985915493,0.5297619047619049,0.6385737260642291,1.0,0.03380281690140845,0.43032372039724986,0.7133080652109929,1.0,0.01971830985915493,0.5297619047619049
NF-Corpus,BM25,PLAIN-2061,seafood,0.0016592739993939176,1.0,1.0,0.012195121951219513,1.0,0.933745776545611,1.0,0.02195121951219512,0.89,0.9208853994964297,1.0,0.04390243902439024,0.8478239918835893,0.933745776545611,1.0,0.02195121951219512,0.89
NF-Corpus,BM25,PLAIN-2071,serotonin,0.0013783790000161389,0.6843515475204855,1.0,0.06666666666666667,0.52,0.5810820381115676,1.0,0.1111111111111111,0.36714285714285716,0.5234363396394814,1.0,0.2,0.2950528393175452,0.5810820381115676,1.0,0.1111111111111111,0.36714285714285716
NF-Corpus,BM25,PLAIN-2081,shelf life,0.0024778260003586183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25,PLAIN-2092,sirtuins,0.0012387010001475574,1.0,1.0,0.5,1.0,0.6489315753318465,1.0,0.5,0.5,0.6489315753318465,1.0,0.5,0.5,0.6489315753318465,1.0,0.5,0.5
NF-Corpus,BM25,PLAIN-2102,smoking,0.0019389440003578784,0.7227265726449519,1.0,0.007125890736342043,0.6,0.5352543167750639,1.0,0.009501187648456057,0.34444444444444444,0.5172112231337228,1.0,0.021377672209026127,0.27480263157894735,0.5352543167750639,1.0,0.009501187648456057,0.34444444444444444
NF-Corpus,BM25,PLAIN-2113,soil health,0.00287885399939114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2124,spearmint,0.0012532479995570611,0.5531464700081437,1.0,0.11764705882352941,0.4,0.3589542101716347,1.0,0.11764705882352941,0.2,0.2570088759103378,1.0,0.11764705882352941,0.11764705882352941,0.3589542101716347,1.0,0.11764705882352941,0.2
NF-Corpus,BM25,PLAIN-2134,Splenda,0.0014100529997449485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2145,St. John's wort,0.0044741259998772875,0.21398626473452756,0.5,0.1111111111111111,0.1,0.1482972305701491,0.5,0.1111111111111111,0.05555555555555555,0.1482972305701491,0.5,0.1111111111111111,0.05555555555555555,0.1482972305701491,0.5,0.1111111111111111,0.05555555555555555
NF-Corpus,BM25,PLAIN-2156,stevia,0.0014260409998314572,0.7227265726449519,1.0,0.5,0.6,0.644824486427155,1.0,0.5,0.5,0.644824486427155,1.0,0.5,0.5,0.644824486427155,1.0,0.5,0.5
NF-Corpus,BM25,PLAIN-2167,subsidies,0.001446004999706929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2177,sulfur,0.0023532889999842155,0.36005461457723403,0.5,0.08333333333333333,0.2,0.29727159644205703,0.5,0.125,0.13,0.1918493819682644,0.5,0.125,0.065,0.29727159644205703,0.5,0.125,0.13
NF-Corpus,BM25,PLAIN-2187,suppositories,0.001939449000019522,0.5531464700081437,1.0,0.2222222222222222,0.4,0.38334277998463445,1.0,0.2222222222222222,0.2222222222222222,0.38334277998463445,1.0,0.2222222222222222,0.2222222222222222,0.38334277998463445,1.0,0.2222222222222222,0.2222222222222222
NF-Corpus,BM25,PLAIN-2197,sweeteners,0.002212888999565621,1.0,1.0,0.08620689655172414,1.0,0.857980942822373,1.0,0.13793103448275862,0.7621031746031746,0.5537128860984363,1.0,0.13793103448275862,0.3810515873015873,0.857980942822373,1.0,0.13793103448275862,0.7621031746031746
NF-Corpus,BM25,PLAIN-2209,taro,0.0017684250005913782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2220,tempeh,0.001573430999997072,0.3391602052736161,1.0,0.1111111111111111,0.2,0.23504554941448536,1.0,0.1111111111111111,0.1111111111111111,0.23504554941448536,1.0,0.1111111111111111,0.1111111111111111,0.23504554941448536,1.0,0.1111111111111111,0.1111111111111111
NF-Corpus,BM25,PLAIN-2230,thiamine,0.0013736969995079562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2240,titanium dioxide,0.002844331000233069,0.6164336326286644,1.0,0.2727272727272727,0.42000000000000004,0.5517854393872873,1.0,0.45454545454545453,0.3480952380952381,0.5198690924839237,1.0,0.45454545454545453,0.3164502164502165,0.5517854393872873,1.0,0.45454545454545453,0.3480952380952381
NF-Corpus,BM25,PLAIN-2250,tongue worm,0.002398495000306866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2261,trans fats,0.002321653999388218,0.36005461457723403,0.5,0.03333333333333333,0.2,0.44903378752009243,0.5,0.08333333333333333,0.2571428571428571,0.28979174482076725,0.5,0.08333333333333333,0.12857142857142856,0.44903378752009243,0.5,0.08333333333333333,0.2571428571428571
NF-Corpus,BM25,PLAIN-2271,Tufts,0.001298845000746951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2281,turnips,0.0012389310004436993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
