dataset,pipeline,query_id,query_text,elapsed_sec,ndcg@5,mrr@5,recall@5,map@5,ndcg@10,mrr@10,recall@10,map@10,ndcg@20,mrr@20,recall@20,map@20,ndcg,mrr,recall,map
NF-Corpus,BM25,PLAIN-3312,Sexually Transmitted Fish Toxin,0.004269333999218361,0.0,0.0,0.0,0.0,0.12065389290783826,0.16666666666666666,0.15384615384615385,0.041666666666666664,0.1389672336641732,0.16666666666666666,0.23076923076923078,0.04980276134122287,0.12065389290783826,0.16666666666666666,0.15384615384615385,0.041666666666666664
NF-Corpus,BM25,PLAIN-3322,Veggies vs. Cancer,0.0033036920003723935,0.13120507751234178,0.2,0.012658227848101266,0.04,0.08514311764162098,0.2,0.012658227848101266,0.02,0.05494858807198588,0.2,0.012658227848101266,0.01,0.08514311764162098,0.2,0.012658227848101266,0.02
NF-Corpus,BM25,PLAIN-3332,Alcohol Risks vs. Benefits,0.0045684030001211795,0.4492146331180647,1.0,0.14285714285714285,0.27999999999999997,0.3721021666737136,1.0,0.21428571428571427,0.16999999999999998,0.35071946996185716,1.0,0.2857142857142857,0.14183673469387756,0.3721021666737136,1.0,0.21428571428571427,0.16999999999999998
NF-Corpus,BM25,PLAIN-3342,Is Coconut Milk Good For You?,0.007139725000342878,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.6364391809889587,1.0,0.6666666666666666,0.4444444444444444,0.6364391809889587,1.0,0.6666666666666666,0.4444444444444444,0.6364391809889587,1.0,0.6666666666666666,0.4444444444444444
NF-Corpus,BM25,PLAIN-3352,Boosting Heart Nerve Control,0.004510475000643055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3362,Kuna Indian Secret,0.003790976000345836,0.7928852199940415,1.0,0.2727272727272727,0.6,0.5880534728737216,1.0,0.2727272727272727,0.3,0.5626354678532297,1.0,0.2727272727272727,0.2727272727272727,0.5880534728737216,1.0,0.2727272727272727,0.3
NF-Corpus,BM25,PLAIN-3372,The Healthiest Sweetener,0.0036592820006262627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3382,Are Artificial Colors Bad for You?,0.006515149999358982,0.21836974929469322,1.0,0.07142857142857142,0.2,0.2684006981258608,1.0,0.21428571428571427,0.16666666666666666,0.29638993982778417,1.0,0.2857142857142857,0.1369047619047619,0.2684006981258608,1.0,0.21428571428571427,0.16666666666666666
NF-Corpus,BM25,PLAIN-3392,Healthiest Airplane Beverage,0.0032171439997910056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03233829114831982,0.05,0.043478260869565216,0.0025,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3402,Antioxidant Content of 300 Foods,0.00622740399921895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3412,Plant vs. Cow Calcium,0.004817304000425793,0.21836974929469322,1.0,0.02040816326530612,0.2,0.2684006981258608,1.0,0.061224489795918366,0.16666666666666666,0.2187759545678802,1.0,0.08163265306122448,0.09509803921568627,0.2684006981258608,1.0,0.061224489795918366,0.16666666666666666
NF-Corpus,BM25,PLAIN-3422,Vitamin Supplements Worth Taking,0.004180801999609685,0.0,0.0,0.0,0.0,0.03542769807752961,0.1111111111111111,0.03225806451612903,0.01111111111111111,0.11658442405004757,0.1111111111111111,0.12903225806451613,0.03318452380952381,0.03542769807752961,0.1111111111111111,0.03225806451612903,0.01111111111111111
NF-Corpus,BM25,PLAIN-3432,Healthy Chocolate Milkshakes,0.0036550680006257608,0.3156484524795145,0.3333333333333333,0.047619047619047616,0.16666666666666666,0.28323251649726616,0.3333333333333333,0.07142857142857142,0.13333333333333333,0.2903559511432051,0.3333333333333333,0.14285714285714285,0.11746794871794872,0.28323251649726616,0.3333333333333333,0.07142857142857142,0.13333333333333333
NF-Corpus,BM25,PLAIN-3442,The Healthiest Vegetables,0.004777953000484558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3452,Bowel Movement Frequency,0.004993004999960249,0.6837003453466949,1.0,0.17647058823529413,0.6,0.5647652605605432,1.0,0.23529411764705882,0.36666666666666664,0.43716312783377187,1.0,0.23529411764705882,0.2156862745098039,0.5647652605605432,1.0,0.23529411764705882,0.36666666666666664
NF-Corpus,BM25,PLAIN-3462,Olive Oil and Artery Function,0.006442647999392648,0.6548086577531307,1.0,0.046875,0.4833333333333333,0.6975961695061491,1.0,0.109375,0.4979761904761905,0.5665923394257241,1.0,0.140625,0.3006547619047619,0.6975961695061491,1.0,0.109375,0.4979761904761905
NF-Corpus,BM25,PLAIN-3472,How Doctors Responded to Being Named a Leading Killer,0.00994432700008474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
